Full Address,LAT_LONG
"210 WEST 103 STREET New York, NY 10025","[40.7986668, -73.9678969]"
"210 WEST 103RD STREET New York, NY 10025","[40.7986668, -73.9678969]"
"210 WEST 103 ST New York, NY 10025","[40.7986668, -73.9678969]"
"50 WEST 106TH STREET New York, NY 10025","[40.79859889999999, -73.9618588]"
"50 WEST 106TH New York, NY 10025","[40.79859889999999, -73.9618588]"
"54 WEST 106TH STREET                      New York, NY 10025","[40.798581, -73.962053]"
"320 WEST 101 STREET                       New York, NY 10025","[40.798574, -73.971779]"
"44 WEST 106TH                             New York, NY 10025","[40.798416, -73.961405]"
"325 WEST 100 STREET                       New York, NY 10025","[40.7984033, -73.9724197]"
"839 WEST END AVENUE New York, NY 10025","[40.7983784, -73.9712947]"
"249 WEST 101ST STREET New York, NY 10025","[40.798364, -73.97007599999999]"
"238-40 WEST 106TH STREET New York, NY 10025","[40.7983002, -73.9611815]"
"238-40 WEST 106 New York, NY 10025","[40.7983002, -73.9611815]"
"311 WEST 100TH STREET New York, NY 10025","[40.79828819999999, -73.971949]"
"825 WEST END AVENUE New York, NY 10025","[40.7982764, -73.971662]"
"318 WEST 100 STREET                       New York, NY 10025","[40.7981209, -73.9726033]"
"318 WEST 100TH STREET New York, NY 10025","[40.7981209, -73.9726033]"
"58 WEST 105 STREET New York, NY 10025","[40.7980739, -73.96277710000001]"
"85 WEST 104 STREET                        New York, NY 10025","[40.798039, -73.96345]"
"314 WEST 100 STREET                       New York, NY 10025","[40.7979951, -73.9723967]"
"121 MANHATTAN AVENUE                      New York, NY 10025","[40.7979683, -73.9622376]"
"83 WEST 104 STREET                        New York, NY 10025","[40.7979452, -73.9634315]"
"817 WEST END AVENUE                       New York, NY 10025","[40.7978397, -73.9718457]"
"817 WEST END AVE New York, NY 10025","[40.7978397, -73.9718457]"
"455 CENTRAL PARK WEST New York, NY 10025","[40.7978157, -73.96082559999999]"
"265 RIVERSIDE DRIVE New York, NY 10025","[40.7976727, -73.9735401]"
"310 WEST 99TH STREET New York, NY 10025","[40.7974694, -73.9730395]"
"4-6 WEST 105TH STREET New York, NY 10025","[40.7974494, -73.9612506]"
"7 WEST 104 STREET                         New York, NY 10025","[40.7972035, -73.9615373]"
"444 CENTRAL PARK WEST New York, NY 10025","[40.7970036, -73.9612159]"
"245 WEST 99TH   STREET                    New York, NY 10025","[40.79699249999999, -73.9709044]"
"305 W 98TH ST New York, NY 10025","[40.7969675, -73.972764]"
"305 WEST 98TH New York, NY 10025","[40.7969675, -73.972764]"
"258 RIVERSIDE DRIVE New York, NY 10025","[40.7968404, -73.9735034]"
"233 WEST 99TH STREET New York, NY 10025","[40.796563, -73.9699172]"
"311 WEST 97TH STREET New York, NY 10025","[40.7964578, -73.9733839]"
"251 WEST 98TH STREET                      New York, NY 10025","[40.79645379999999, -73.9714554]"
"771 WEST END AVENUE New York, NY 10025","[40.7963635, -73.9728559]"
"780 WEST END AVENUE New York, NY 10025","[40.7963072, -73.9722015]"
"425 CENTRAL PARK WEST New York, NY 10025","[40.7960217, -73.96190469999999]"
"240 WEST 98TH   STREET New York, NY 10025","[40.7959868, -73.9714832]"
"240 WEST 98TH STREET New York, NY 10025","[40.7959868, -73.9714832]"
"240 WEST 98 STREET New York, NY 10025","[40.7959868, -73.9714832]"
"2600 BROADWAY New York, NY 10025","[40.795947, -73.97041899999999]"
"420 CENTRAL PARK WEST New York, NY 10025","[40.795826, -73.9620195]"
"788 AMSTERDAM AVENUE New York, NY 10025","[40.7958196, -73.9694351]"
"203 WEST 98TH STREET New York, NY 10025","[40.7957561, -73.96980239999999]"
"207 WEST 98TH STREET New York, NY 10025","[40.7957436, -73.9699861]"
"241 WEST 97TH STREET New York, NY 10025","[40.7957086, -73.97163909999999]"
"752 WEST END AVENUE                       New York, NY 10025","[40.7957017, -73.9725684]"
"749 WEST END AVENUE New York, NY 10025","[40.7956334, -73.9730972]"
"741 WEST END AVENUE New York, NY 10025","[40.7955964, -73.9732921]"
"328 WEST 96TH STREET New York, NY 10025","[40.795509, -73.9745777]"
"328 WEST 96TH ST New York, NY 10025","[40.795509, -73.9745777]"
"418 CENTRAL PARK WEST New York, NY 10025","[40.7953252, -73.962295]"
"229 WEST 97TH STREET New York, NY 10025","[40.7953233, -73.9709538]"
"317 WEST 95TH STREET New York, NY 10025","[40.7952266, -73.9747613]"
"275 WEST 96 ST New York, NY 10025","[40.795168, -73.9720177]"
"275 WEST 96TH STREET New York, NY 10025","[40.795168, -73.9720177]"
"732 WEST END                              New York, NY 10025","[40.7948761, -73.9731084]"
"222 RIVERSIDE DRIVE New York, NY 10025","[40.7948367, -73.9758174]"
"410 CENTRAL PARK WEST New York, NY 10025","[40.794814, -73.962783]"
"392 CENTRAL PARK WEST New York, NY 10025","[40.7945469, -73.9649582]"
"392 CENTRAL PARK WEST                     New York, NY 10025","[40.7945469, -73.9649582]"
"214 RIVERSIDE DRIVE New York, NY 10025","[40.7945062, -73.9760699]"
"N/A WEST 97TH   STREET                    New York, NY 10025","[40.7944866, -73.9692704]"
"255 WEST 95 STREET New York, NY 10025","[40.7944062, -73.972787]"
"272 WEST 95 STREET New York, NY 10025","[40.7943881, -73.9734917]"
"314 WEST 94TH   STREET                    New York, NY 10025","[40.7943668, -73.97549599999999]"
"314 WEST 94TH New York, NY 10025","[40.7943668, -73.97549599999999]"
"314 WEST 94 New York, NY 10025","[40.7943668, -73.97549599999999]"
"314 WEST 94TH STREET                      New York, NY 10025","[40.7943668, -73.97549599999999]"
"107 WEST 97TH   STREET New York, NY 10025","[40.7943023, -73.96743839999999]"
"310 WEST 94TH ST. New York, NY 10025","[40.794225, -73.9753123]"
"310 WEST 94TH STREET New York, NY 10025","[40.794225, -73.9753123]"
"210 RIVERSIDE DR New York, NY 10025","[40.7942107, -73.9761618]"
"258 WEST 95TH STREET New York, NY 10025","[40.794171, -73.9730155]"
"210 WEST 96TH   STREET                    New York, NY 10025","[40.7941435, -73.97129369999999]"
"8 POMANDER WALK New York, NY 10025","[40.7940911, -73.97322989999999]"
"702 WEST END AVENUE New York, NY 10025","[40.7940273, -73.9737168]"
"215 WEST 95TH   STREET                    New York, NY 10025","[40.7940247, -73.9717309]"
"215 WEST 95TH STREET New York, NY 10025","[40.7940247, -73.9717309]"
"215 WEST 95 STREET New York, NY 10025","[40.7940247, -73.9717309]"
"215 WEST 95TH ST New York, NY 10025","[40.7940247, -73.9717309]"
"317 WEST 93 STREET New York, NY 10025","[40.793938, -73.975476]"
"309 WEST 93RD STREET New York, NY 10025","[40.793855, -73.97528]"
"265 WEST 94TH STREET New York, NY 10025","[40.7937654, -73.97349419999999]"
"162 EAST 109 STREET New York, NY 10027","[40.793748, -73.944447]"
"127 WEST 96 STREET New York, NY 10025","[40.79373289999999, -73.9689989]"
"722 AMSTERDAM AVENUE                      New York, NY 10025","[40.7936504, -73.9709963]"
"685 WEST END AVENUE New York, NY 10025","[40.79357479999999, -73.9748073]"
"382 CENTRAL PARK WEST New York, NY 10025","[40.7935585, -73.9656011]"
"125 WEST 96 STREET New York, NY 10025","[40.7935524, -73.9687728]"
"125 WEST 96TH STREET New York, NY 10025","[40.7935524, -73.9687728]"
"214 WEST 95TH   STREET                    New York, NY 10025","[40.79355, -73.9717532]"
"169 WEST 95TH   STREET                    New York, NY 10025","[40.793531, -73.97022299999999]"
"113 WEST 96TH STREET New York, NY 10025","[40.7934968, -73.96828719999999]"
"250 W 94 ST New York, NY 10025","[40.7934177, -73.97342979999999]"
"250 WEST 94 New York, NY 10025","[40.7934177, -73.97342979999999]"
"2511 BROADWAY New York, NY 10025","[40.79340699999999, -73.973456]"
"677 WEST END AVE. New York, NY 10025","[40.7933309, -73.9749909]"
"265 WEST 93 STREET New York, NY 10025","[40.7932951, -73.97399229999999]"
"263 WEST 93RD   STREET                    New York, NY 10025","[40.79325, -73.9739463]"
"317 WEST 92ND   STREET                    New York, NY 10025","[40.7931463, -73.9758633]"
"128 WEST 96TH STREET New York, NY 10025","[40.7931225, -73.96874369999999]"
"153 WEST 95TH STREET New York, NY 10025","[40.7931158, -73.9697451]"
"194 RIVERSIDE DRIVE New York, NY 10025","[40.7930928, -73.97643719999999]"
"49 WEST 96 STREET New York, NY 10025","[40.7927765, -73.9666112]"
"49 WEST 96TH STREET New York, NY 10025","[40.7927765, -73.9666112]"
"190 RIVERSIDE DRIVE New York, NY 10024","[40.7927623, -73.9766898]"
"150 WEST 95TH STREET New York, NY 10025","[40.792729, -73.9699402]"
"255 WEST 92ND STREET New York, NY 10025","[40.7927076, -73.9745635]"
"113 WEST 95TH STREET New York, NY 10025","[40.7926842, -73.9686091]"
"113 WEST 95TH STREET                      New York, NY 10025","[40.7926842, -73.9686091]"
"645 WEST END AVENUE New York, NY 10025","[40.7926408, -73.97542709999999]"
"311 WEST 91ST STREET New York, NY 10024","[40.7925796, -73.9762365]"
"26 WEST 97TH STREET New York, NY 10025","[40.792513, -73.9651648]"
"26 WEST 97TH   STREET                     New York, NY 10025","[40.792513, -73.9651648]"
"186 RIVERSIDE DRIVE New York, NY 10024","[40.7924508, -73.9768046]"
"220 WEST 93RD STREET                      New York, NY 10025","[40.792443, -73.972928]"
"650 WEST END AVENUE New York, NY 10025","[40.7924213, -73.97496799999999]"
"176 WEST 94TH   STREET New York, NY 10025","[40.7924041, -73.97088579999999]"
"148 WEST 94TH STREET New York, NY 10025","[40.7922211, -73.970063]"
"7 W 96TH STREET New York, NY 10025","[40.7922081, -73.9653256]"
"7 WEST 96TH STREET New York, NY 10025","[40.7922081, -73.9653256]"
"288 WEST 92ND STREET New York, NY 10025","[40.7921888, -73.974417]"
"175 WEST 93RD STREET New York, NY 10025","[40.7921631, -73.97133269999999]"
"111 WEST 94TH ST New York, NY 10025","[40.7921262, -73.9690907]"
"215 WEST 92ND STREET New York, NY 10025","[40.7921116, -73.97317679999999]"
"215 W 92 New York, NY 10025","[40.7921116, -73.97317679999999]"
"640 WEST END AVE                          New York, NY 10024","[40.7920843, -73.9751746]"
"361 CENTRAL PARK WEST New York, NY 10025","[40.7920836, -73.964899]"
"44 WEST 96TH STREET New York, NY 10025","[40.79206569999999, -73.9663587]"
"2480 BROADWAY New York, NY 10025","[40.7920565, -73.9729658]"
"65 WEST 95TH STREET New York, NY 10025","[40.7920194, -73.96725409999999]"
"321 WEST 90TH STREET New York, NY 10024","[40.792004, -73.9767816]"
"321 WEST 90TH New York, NY 10024","[40.792004, -73.9767816]"
"55 W 95TH STREET New York, NY 10025","[40.7919577, -73.96695559999999]"
"55 WEST 95TH STREET New York, NY 10025","[40.7919577, -73.96695559999999]"
"49 WEST 95TH   STREET                     New York, NY 10025","[40.7918366, -73.9667145]"
"272 WEST 91ST STREET New York, NY 10024","[40.7917974, -73.97518769999999]"
"180 WEST 93RD STREET New York, NY 10025","[40.7917843, -73.9715702]"
"12 WEST 96TH   STREET                     New York, NY 10025","[40.7917423, -73.9654403]"
"632 WEST END AVENUE New York, NY 10024","[40.7916926, -73.9754042]"
"33 WEST 95TH                              New York, NY 10025","[40.7916687, -73.96634720000002]"
"320 WEST 90TH STREET New York, NY 10024","[40.7916675, -73.9772637]"
"316 WEST 90TH STREET New York, NY 10024","[40.7916364, -73.9769767]"
"331 WEST 89TH STREET New York, NY 10024","[40.7915737, -73.9777573]"
"100 WEST 94TH STREET New York, NY 10025","[40.79152390000001, -73.969067]"
"100 WEST 94TH   STREET New York, NY 10025","[40.79152390000001, -73.969067]"
"100 W. 94TH STREET New York, NY 10025","[40.79152390000001, -73.969067]"
"175 WEST 92ND New York, NY 10025","[40.7915149, -73.9718457]"
"215 WEST 91ST STREET New York, NY 10025","[40.7914958, -73.9734757]"
"215 WEST 91ST ST. New York, NY 10025","[40.7914958, -73.9734757]"
"304 WEST 90TH STREET                      New York, NY 10024","[40.7914943, -73.97665529999999]"
"123 WEST 93RD STREET New York, NY 10025","[40.7914331, -73.9696417]"
"317 WEST 89TH   STREET                    New York, NY 10024","[40.7913685, -73.97719479999999]"
"134 WEST 93RD STREET                      New York, NY 10025","[40.7912931, -73.9702846]"
"134 WEST 93RD STREET New York, NY 10025","[40.7912931, -73.9702846]"
"160 RIVERSIDE DRIVE New York, NY 10024","[40.7912822, -73.9790314]"
"24 WEST 95TH   STREET New York, NY 10025","[40.791245, -73.966377]"
"51 WEST 94TH   STREET                     New York, NY 10025","[40.7911979, -73.9671048]"
"345 WEST 88TH STREET New York, NY 10024","[40.7911428, -73.97845749999999]"
"47 WEST 94TH STREET New York, NY 10025","[40.791127, -73.967013]"
"250 WEST 90TH   STREET                    New York, NY 10024","[40.7911, -73.97537]"
"250 WEST 90TH STREET New York, NY 10024","[40.7911, -73.97537]"
"255 WEST 90TH   STREET New York, NY 10024","[40.7910972, -73.9748583]"
"255 WEST 90TH STREET New York, NY 10024","[40.7910972, -73.9748583]"
"41 WEST 94TH STREET                       New York, NY 10025","[40.7910623, -73.9668293]"
"601 WEST END AVENUE New York, NY 10024","[40.79103629999999, -73.9766209]"
"320 WEST 89TH STREET New York, NY 10024","[40.791022, -73.977535]"
"31 WEST 94TH STREET New York, NY 10025","[40.790993, -73.966524]"
"25 WEST 94TH   STREET                     New York, NY 10025","[40.7909072, -73.9664161]"
"100 WEST 93RD   STREET New York, NY 10025","[40.7908882, -73.9696226]"
"100 WEST 93RD STREET New York, NY 10025","[40.7908882, -73.9696226]"
"600 WEST END AVENUE New York, NY 10024","[40.7908809, -73.9760699]"
"165 WEST 91ST   STREET New York, NY 10024","[40.7908614, -73.9722132]"
"46 WEST 94TH STREET                       New York, NY 10025","[40.7908286, -73.9672196]"
"57 WEST 93RD ST New York, NY 10025","[40.7908226, -73.9681954]"
"57 WEST 93RD STREET New York, NY 10025","[40.7908226, -73.9681954]"
"15 WEST 94TH STREET New York, NY 10025","[40.7907829, -73.9661521]"
"215 WEST 90TH STREET New York, NY 10024","[40.7907511, -73.9739349]"
"595 WEST END AVENUE New York, NY 10024","[40.7907057, -73.97687340000002]"
"267 WEST 89TH STREET New York, NY 10024","[40.7906874, -73.97579440000001]"
"210 WEST 90TH STREET New York, NY 10024","[40.7905442, -73.9741432]"
"210 W 90TH STREET New York, NY 10024","[40.7905442, -73.9741432]"
"251 WEST 89TH ST New York, NY 10024","[40.7905084, -73.9753466]"
"251 WEST 89TH STREET New York, NY 10024","[40.7905084, -73.9753466]"
"322 WEST 88TH STREET New York, NY 10024","[40.7904848, -73.9781016]"
"336 CENTRAL PARK WEST New York, NY 10025","[40.7904197, -73.96617499999999]"
"316 WEST 88TH   STREET                    New York, NY 10024","[40.7904009, -73.977918]"
"2631/2 WEST 94TH STREET New York, NY 10025","[40.7903784, -73.9656755]"
"250 WEST 89TH STREET New York, NY 10024","[40.7903208, -73.9755404]"
"588 WEST END AVENUE New York, NY 10024","[40.7902999, -73.97646019999999]"
"140 RIVERSIDE DR New York, NY 10024","[40.7902965, -73.9795594]"
"323 WEST 87TH   STREET                    New York, NY 10024","[40.7901703, -73.9783312]"
"205 WEST 89TH STREET New York, NY 10024","[40.7901204, -73.9745404]"
"334 WEST 87TH STREET New York, NY 10024","[40.7900009, -73.97900299999999]"
"305 WEST 87TH   STREET                    New York, NY 10024","[40.7899737, -73.9777916]"
"565 W END AVENUE New York, NY 10024","[40.7899034, -73.9774703]"
"201 WEST 89TH STREET New York, NY 10024","[40.789852, -73.9739133]"
"320 WEST 87TH STREET New York, NY 10024","[40.7898184, -73.9783656]"
"35 WEST 92ND STREET New York, NY 10025","[40.7897706, -73.96771319999999]"
"35 WEST 92 STREET New York, NY 10025","[40.7897706, -73.96771319999999]"
"327 CENTRAL PARK WEST New York, NY 10025","[40.7897392, -73.9665424]"
"7 W 92ND STREET New York, NY 10025","[40.78965729999999, -73.96732290000001]"
"325 WEST 86TH STREET New York, NY 10024","[40.7895656, -73.9788937]"
"325 WEST 86 New York, NY 10024","[40.7895656, -73.9788937]"
"273 WEST 87TH   STREET                    New York, NY 10024","[40.789527, -73.97665800000001]"
"313 WEST 86TH   STREET New York, NY 10024","[40.789511, -73.978589]"
"215 WEST 88TH STREET New York, NY 10024","[40.7894892, -73.9749701]"
"215 WEST 88TH   STREET                    New York, NY 10024","[40.7894892, -73.9749701]"
"315 WEST 86 STREET New York, NY 10024","[40.7894719, -73.97864109999999]"
"211 WEST 88TH STREET New York, NY 10024","[40.7894088, -73.9745318]"
"305 WEST 86TH STREET New York, NY 10024","[40.78932, -73.97825089999999]"
"330 WEST 86 STREET                        New York, NY 10024","[40.7892887, -73.97945610000001]"
"133 WEST 89TH STREET                      New York, NY 10024","[40.7892791, -73.9723967]"
