,Full Address,LatLong
2013,"418 EAST 115TH STREET New York, NY 10029","(40.7948681, -73.9352778687782)"
2014,"101B EAST 97TH STREET New York, NY 10029","(40.7871689, -73.9516058430669)"
2015,"164 E 105TH STREET                        New York, NY 10029","(40.79110325, -73.9461557443282)"
2016,"124 EAST 103RD STREET                     New York, NY 10029","(40.79041885, -73.9484963643957)"
2017,"105 E 97TH STREET New York, NY 10029","(40.7871307, -73.9512705894807)"
2018,"9 EAST 97TH New York, NY 10029","(40.7885013333333, -73.9548601666667)"
2019,"1986 2 AVENUE                             New York, NY 10029","(40.590523122449, -73.9500023877551)"
2020,"214 EAST 111 STREET                       New York, NY 10029",
2021,"173 EAST 102 STREET                       New York, NY 10029",
2022,"1878 THIRD AVE New York, NY 10029","(42.8002283, -73.9523152)"
2023,"194 EAST 101 STREET New York, NY 10029",
2024,"168 EAST 108 STREET                       New York, NY 10029","(40.6536338, -73.8977851)"
2025,"228 EAST 116TH STREET                     New York, NY 10029","(40.79719835, -73.9390402136649)"
2026,"137 EAST 110TH STREET                     New York, NY 10029","(40.79511335, -73.944600865848)"
2027,"1212 5TH AVENUE                           New York, NY 10029","(40.79146, -73.952957)"
2028,"1692 LEXINGTON AVENUE                     New York, NY 10029","(40.792513, -73.9463485414928)"
2029,"413 EAST 114TH STREET                     New York, NY 10029","(40.79457785, -73.9354235577671)"
2030,"281 PLEASANT AVENUE                       New York, NY 10029","(40.79457275, -73.9338335237446)"
2031,"102 EAST 104 STREET                       New York, NY 10029",
2032,"118 EAST 103RD STREET                     New York, NY 10029","(40.7905022, -73.9488059535131)"
2033,"503 EAST 116TH STREET                     New York, NY 10029","(40.79507145, -73.9325842841363)"
2034,"165 EAST 104 STREET New York, NY 10029",
2035,"221 EAST 105 STREET                       New York, NY 10029",
2036,"173 EAST 102 STREET New York, NY 10029",
2037,"324 EAST 112 STREET                       New York, NY 10029",
2038,"936 5 AVENUE                              New York, NY 10021","(40.5893167583893, -73.9609961342282)"
2039,"181 EAST 90TH ST                          New York, NY 10128","(40.7816837, -73.9526053)"
2040,"7 EAST 84TH   STREET                      New York, NY 10028","(40.78008345, -73.9604943233487)"
2041,"188 EAST 76 STREET New York, NY 10021",
2042,"435 EAST 76TH STREET New York, NY 10021","(40.7698738, -73.9522940496891)"
2043,"1601 3 AVENUE New York, NY 10128","(40.5903222983063, -73.953352741483)"
2044,"128 EAST 83RD STREET New York, NY 10028","(40.77751025, -73.9574411504987)"
2045,"215 EAST 80 STREET New York, NY 10075",
2046,"214 EAST 85TH STREET New York, NY 10028","(40.77768295, -73.9538126)"
2047,"524 EAST 72ND   STREET New York, NY 10021","(40.7659979, -73.952149)"
2048,"145 EAST 76TH STREET                      New York, NY 10021","(40.7729947, -73.96003)"
2049,"404 EAST 76TH   STREET New York, NY 10021","(40.7702232040816, -73.9539416326531)"
2050,"300 EAST 79TH   STREET                    New York, NY 10075","(40.7730587, -73.954879)"
2051,"30 EAST 85TH New York, NY 10028",
2052,"237 EAST 88 STREET                        New York, NY 10128",
2053,"150 E 61ST ST New York, NY 10065","(40.7631938, -73.9669656)"
2054,"530 EAST 84TH STREET New York, NY 10028","(40.7737656, -73.9466434257576)"
2055,"174 EAST 70TH STREET                      New York, NY 10021","(40.7685608, -73.9623095)"
2056,"1664 THIRD AVE                            New York, NY 10128","(42.7994059090909, -73.9561567272727)"
2057,"455 EAST 86TH   STREET                    New York, NY 10028","(40.7762694, -73.9472234)"
2058,"123 EAST 92ND   STREET                    New York, NY 10128","(40.7836825, -73.9532479656289)"
2059,"455 EAST 86TH                             New York, NY 10028","(40.7763977346939, -73.948013877551)"
2060,"215 EAST 73RD   STREET New York, NY 10021","(40.77019105, -73.9590179414569)"
2061,"116 EAST 66TH   STREET New York, NY 10065","(40.7667522, -73.9658465702794)"
2062,"4 EAST 72 ST New York, NY 10021",
2063,"1649 FIRST AVENUE                         New York, NY 10028","(42.8021386, -73.9528461)"
2064,"1 EAST 66TH STREET New York, NY 10065","(40.7685235, -73.9692691)"
2065,"123 EAST 88 STREET New York, NY 10128",
2066,"965 FIFTH AVENUE New York, NY 10075","(42.7976632, -73.9527343)"
2067,"176 EAST 77TH ST. New York, NY 10075","(40.7729806, -73.9585425)"
2068,"91 EAST END AVENUE New York, NY 10028","(40.77326255, -73.9455884856962)"
2069,"55 EAST 87TH New York, NY 10128","(40.7814601538462, -73.9579216923077)"
2070,"179 EAST 79TH STREET New York, NY 10075","(40.774684, -73.9576476420864)"
2071,"8 EAST 96TH STREET New York, NY 10128","(40.7874423, -73.95508)"
2072,"1010 FIFTH AVENUE New York, NY 10028","(42.7976632, -73.9527343)"
2073,"45 EAST 72ND STREET New York, NY 10021","(40.77167365, -73.9645718361437)"
2074,"970 LEXINGTON AVENUE                      New York, NY 10021","(40.7695261, -73.9631098951232)"
2075,"1016 FIFTH AVE New York, NY 10028","(42.7976632, -73.9527343)"
2076,"225 E. 73 STREET New York, NY 10021",
2077,"45 EAST 80TH   STREET New York, NY 10075","(40.7769627, -73.9612694)"
2078,"110 E 87TH STREET New York, NY 10128","(40.6494188, -73.9201445)"
2079,"535 PARK AVENUE New York, NY 10065","(40.7642597, -73.968507)"
2080,"332 EAST 77TH STREET New York, NY 10075","(40.7713262, -73.9549222601106)"
2081,"165 EAST 61ST   STREET                    New York, NY 10065","(40.76316835, -73.966096444722)"
2082,"1010 PARK AVENUE                          New York, NY 10028",
2083,"155 EAST 79TH   STREET                    New York, NY 10075","(40.7750652, -73.9583832515775)"
2084,"4 EAST 95TH STREET New York, NY 10128","(40.78679505, -73.955686739858)"
2085,"166 EAST 96TH ST New York, NY 10128","(40.785342, -73.9503169215068)"
2086,"1129 LEXINGTON AVENUE                     New York, NY 10075","(40.7744718, -73.9589512919014)"
2087,"300 EAST 64TH   STREET New York, NY 10065","(40.7635026, -73.9617615)"
2088,"17 EAST 71ST STREET                       New York, NY 10021","(40.77138475, -73.9661379799515)"
2089,"8 EAST 93RD STREET New York, NY 10128","(40.78548525, -73.9564982308953)"
2090,"1050 PARK AVENUE New York, NY 10028","(40.7807327, -73.9571079)"
2091,"812 FIFTH AVE New York, NY 10065","(42.7976632, -73.9527343)"
2092,"110 EAST 87TH   STREET New York, NY 10128","(40.6494188, -73.9201445)"
2093,"165 EAST 72 STREET New York, NY 10021",
2094,"51 EAST 80TH   STREET                     New York, NY 10075","(40.77692195, -73.9609780231171)"
2095,"301 E 79TH STREET                         New York, NY 10075","(40.77333065, -73.9543580777011)"
2096,"303-305 EAST 93RD   STREET                New York, NY 10128","(40.7822956666667, -73.9482270476191)"
2097,"516 E. 78TH ST New York, NY 10075","(40.7699992, -73.9499686209677)"
2098,"47 EAST 87TH STREET New York, NY 10128","(40.7815068, -73.9580062)"
2099,"301 EAST 79TH   STREET New York, NY 10075","(40.77333065, -73.9543580777011)"
2100,"170 EAST 87                               New York, NY 10128",
2101,"230 EAST 79TH   STREET New York, NY 10075","(40.77353055, -73.9561570152573)"
2102,"11 EAST 73RD STREET New York, NY 10021","(40.77298425, -73.9655225468452)"
2103,"239 EAST  79TH STREET New York, NY 10075","(40.7736909, -73.9554815)"
2104,"220 EAST 73RD STREET New York, NY 10021","(40.76974605, -73.9589920063426)"
2105,"402 EAST 80TH   STREET New York, NY 10075","(40.7726885, -73.9518643359185)"
2106,"174 EAST 74TH STREET New York, NY 10021","(40.771109, -73.9600038)"
2107,"246 EAST 68TH   STREET                    New York, NY 10065","(40.7663933, -73.96104895)"
2108,"200 EAST 62ND   STREET New York, NY 10065","(40.76296195, -73.9650441397956)"
2109,"524 EAST 74TH   ST                        New York, NY 10021","(40.7678310612245, -73.9522064897959)"
2110,"531 EAST 88TH ST New York, NY 10128","(40.7767481, -73.944453131866)"
2111,"517 EAST 77TH   STREET New York, NY 10075","(40.76973135, -73.9498610063906)"
2112,"524 E 72ND ST                             New York, NY 10021","(40.7659979, -73.952149)"
2113,"1016 5 AVENUE New York, NY 10028","(40.589401244898, -73.9602296530612)"
2114,"993 FIFTH AVENUE New York, NY 10028","(42.7976632, -73.9527343)"
2115,"170 EAST 78TH ST New York, NY 10075","(40.773714, -73.9585446928745)"
2116,"430 EAST 77TH STREET New York, NY 10075","(40.770259, -73.9522922149268)"
2117,"925 PARK AVENUE New York, NY 10028","(40.7764162, -73.9596418)"
2118,"225 EAST 79 STREET New York, NY 10075",
2119,"165 EAST 62ND STREET                      New York, NY 10065","(40.763864, -73.9657808642892)"
2120,"405 EAST 63RD   STREET                    New York, NY 10065","(40.76199965, -73.9593783128593)"
2121,"140 EAST 83RD New York, NY 10028","(40.777413, -73.956921)"
2122,"1538 SECOND AVENUE                        New York, NY 10028","(42.8020272, -73.9503835)"
2123,"1760 2 AVENUE New York, NY 10128","(40.5902730816327, -73.9522883265306)"
2124,"151 EAST 78TH STREET New York, NY 10075","(40.77426768, -73.95914636)"
2125,"995 5TH AVENUE New York, NY 10028","(40.7780873, -73.9627278)"
2126,"110 EAST 87                               New York, NY 10128",
2127,"431 EAST 86TH   STREET New York, NY 10028","(40.7765814081633, -73.9484512653061)"
2128,"233 EAST 86TH STREET New York, NY 10028","(40.7784651, -73.9525220049995)"
2129,"230 EAST 75TH   STREET                    New York, NY 10021","(40.77100285, -73.9579944)"
2130,"29 EAST 69TH   STREET                     New York, NY 10021","(40.76971935, -73.9659924561983)"
2131,"509 EAST 88TH ST New York, NY 10128","(40.77711455, -73.9453732912831)"
2132,"131 EAST 81ST STREET New York, NY 10028","(40.7764444, -73.9580781)"
2133,"338 E 78 ST New York, NY 10075",
2134,"531 EAST 88TH STREET New York, NY 10128","(40.7767481, -73.944453131866)"
2135,"1204 MADISON AVENUE                       New York, NY 10128","(40.7819697, -73.958127)"
2136,"1435-1437 1 AVENUE New York, NY 10021",
2137,"425 EAST 63RD STREET New York, NY 10065","(40.7617137, -73.9587226572467)"
2138,"218 EAST 82ND   STREET New York, NY 10028","(40.77569415, -73.9551670899861)"
2139,"920 5TH AVENUE New York, NY 10021","(40.7729071, -73.9662464)"
2140,"300 E 62ND STREET                         New York, NY 10065","(40.7622436, -73.9627946)"
2141,"236 EAST 78TH STREET New York, NY 10075","(40.7729183, -73.9567864281549)"
2142,"170 EAST 87TH   STREET New York, NY 10128","(40.7796345, -73.9540674)"
2143,"301 EAST 64 STREET New York, NY 10065",
2144,"8 EAST 68                                 New York, NY 10065","(41.1544018, -72.2408689)"
2145,"25 EAST 69TH STREET New York, NY 10021","(40.7697663, -73.9661564645351)"
2146,"177 EAST 73RD   STREET New York, NY 10021","(40.77085825, -73.9605542365045)"
2147,"1619 THIRD AVENUE New York, NY 10128","(42.8002283, -73.9523152)"
2148,"525 EAST 80 STREET                        New York, NY 10075",
2149,"135 EAST 83 STREET New York, NY 10028",
2150,"1192 PARK AVENUE New York, NY 10128","(40.7851535, -73.9538734)"
2151,"71 EAST 77TH   STREET New York, NY 10075","(40.77477355, -73.9619776514499)"
2152,"220 EAST 73 ST New York, NY 10021",
2153,"108 EAST 82ND   STREET New York, NY 10028","(40.7771278, -73.958529672039)"
2154,"8 EAST 83RD   STREET New York, NY 10028","(40.77897855, -73.9609503360879)"
2155,"1040 FIFTH AVENUE New York, NY 10028","(42.7976632, -73.9527343)"
2156,"8 EAST 69TH   STREET                      New York, NY 10021","(40.7700079, -73.9677919238455)"
2157,"212 EAST 95TH STREET                      New York, NY 10128","(40.78396265, -73.9490617452345)"
2158,"1363 1 AVENUE                             New York, NY 10021","(40.590024122449, -73.9560678367347)"
2159,"360 E 72ND ST New York, NY 10021","(40.7677332, -73.9563296)"
2160,"166 EAST 61 STREET New York, NY 10065",
2161,"402 EAST 74TH   STREET New York, NY 10021","(40.7686663, -73.9544645266781)"
2162,"515 E. 72 STREET                          New York, NY 10021",
2163,"27 EAST 61ST   STREET                     New York, NY 10065","(40.7648575, -73.9699407678525)"
2164,"125 EAST 70 STREET                        New York, NY 10021",
2165,"127 EAST 62ND STREET                      New York, NY 10065","(40.76453005, -73.9673785)"
2166,"216 EAST 95TH   STREET                    New York, NY 10128","(40.7839422, -73.9488982216216)"
2167,"230 EAST 83RD   STREET                    New York, NY 10028","(40.7761804, -73.9542905648596)"
2168,"177 EAST 77TH STREET New York, NY 10075","(40.77333505, -73.9586279899402)"
2169,"504 EAST 79TH   STREET                    New York, NY 10075","(40.7708841, -73.9500245167866)"
2170,"160 EAST 63RD   STREET                    New York, NY 10065","(40.7642344, -73.9656320903917)"
2171,"327 EAST 65 STREET                        New York, NY 10065",
2172,"210 EAST 73RD   STREET New York, NY 10021","(40.76987675, -73.9593105020294)"
2173,"1171 2 AVENUE                             New York, NY 10065","(40.5897098571429, -73.9589425714286)"
2174,"1634 1 AVENUE New York, NY 10028","(40.5901709334017, -73.9532114381705)"
2175,"530 EAST 76TH   STREET                    New York, NY 10021","(40.768234, -73.950073)"
2176,"201 EAST 66 STREET New York, NY 10065",
2177,"224 EAST 83RD STREET                      New York, NY 10028","(40.7762427, -73.9545006)"
2178,"208 EAST 70TH STREET New York, NY 10021","(40.7679758, -73.960907052805)"
2179,"875 5 AVENUE New York, NY 10065","(40.5894161090909, -73.9615982)"
2180,"315 EAST 68 STREET New York, NY 10065",
2181,"524 EAST 72ND STREET                      New York, NY 10021","(40.7659979, -73.952149)"
2182,"114 EAST 90TH   STREET New York, NY 10128","(40.78213165, -73.9544295972155)"
2183,"957 PARK AVENUE                           New York, NY 10028","(40.7774015, -73.9589002)"
2184,"125 E 93 ST. New York, NY 10128",
2185,"117 EAST 83RD   STREET New York, NY 10028","(40.77795, -73.9577225)"
2186,"505 EAST 84TH   STREET New York, NY 10028","(40.77457415, -73.9474591912102)"
2187,"173 EAST 71ST STREET                      New York, NY 10021","(40.7694943333333, -73.9619049166667)"
2188,"363 EAST 76 ST New York, NY 10075",
2189,"414 EAST 88TH New York, NY 10128","(40.7779312857143, -73.9480518571429)"
2190,"148 EAST 78TH   STREET                    New York, NY 10075","(40.7740467, -73.9592876)"
2191,"134 EAST 93RD STREET                      New York, NY 10128","(40.7839404, -73.9526051)"
2192,"444 E 75 ST New York, NY 10021",
2193,"47 EAST 91 STREET New York, NY 10128",
2194,"200 E 66TH                                New York, NY 10065","(40.76578, -73.96331)"
2195,"123 EAST 86TH   STREET                    New York, NY 10028","(40.7799737, -73.9559493936112)"
2196,"123 EAST 61ST   STREET                    New York, NY 10065","(40.76392665, -73.9678627333429)"
2197,"300 EAST 93RD   STREET New York, NY 10128","(40.78194295, -73.9483213363137)"
2198,"525 PARK AVE                              New York, NY 10065",
2199,"1444 THIRD AVENUE New York, NY 10028","(42.7998928571429, -73.954468755102)"
2200,"120 EAST 90TH ST                          New York, NY 10128","(40.7820606, -73.9540587)"
2201,"28 EAST 70TH   STREET                     New York, NY 10021","(40.7702375, -73.9660924)"
2202,"799 PARK AVENUE New York, NY 10021","(40.77246235, -73.9623417042613)"
2203,"19 EAST 64TH   STREET New York, NY 10065","(40.7670272, -73.9693728987348)"
2204,"944 FIFTH AVENUE New York, NY 10021","(42.7976632, -73.9527343)"
2205,"1115 FIFTH AVENUE New York, NY 10128","(42.7976632, -73.9527343)"
2206,"117 EAST 72ND STREET New York, NY 10021","(40.77092835, -73.96282967487)"
2207,"521 EAST 88TH STREET New York, NY 10128","(40.7769133, -73.9449008221358)"
2208,"425 EAST 63RD   STREET New York, NY 10065","(40.7617137, -73.9587226572467)"
2209,"1065 LEXINGTON AVENUE New York, NY 10021","(40.7725454, -73.9603893264872)"
2210,"40 EAST 61ST New York, NY 10065","(40.7646275, -73.9702132941177)"
2211,"448 EAST 88TH STREET New York, NY 10128","(40.7772577, -73.94672775)"
2212,"220 EAST 65TH STREET New York, NY 10065","(40.764479, -73.9624015)"
2213,"26 EAST 63RD STREET                       New York, NY 10065","(40.7659114, -73.9694092)"
2214,"151 EAST 86TH STREET                      New York, NY 10028","(40.7794653846154, -73.9552887692308)"
2215,"530 EAST 76 STREET                        New York, NY 10021",
2216,"134 EAST 93RD   STREET New York, NY 10128","(40.7839404, -73.9526051)"
2217,"408 EAST 73RD STREET New York, NY 10021","(40.76801385, -73.9549137208828)"
2218,"1191 2 AVENUE                             New York, NY 10065","(40.5897235306122, -73.9588207346939)"
2219,"218 EAST 82ND STREET New York, NY 10028","(40.77569415, -73.9551670899861)"
2220,"175 EAST 73RD STREET New York, NY 10021","(40.77088695, -73.96065565)"
2221,"58 EAST 66TH   STREET                     New York, NY 10065","(40.7675278, -73.967425)"
2222,"72 EAST 93RD STREET New York, NY 10128","(40.78467885, -73.9546854490999)"
2223,"838 5 AVENUE                              New York, NY 10065","(40.5892578926174, -73.9615242818792)"
2224,"20 EAST 84TH   STREET New York, NY 10028","(40.7795106, -73.9602877990546)"
2225,"40 EAST 66TH STREET New York, NY 10065","(40.7677589, -73.9679728)"
2226,"120 EAST 87TH   STREET                    New York, NY 10128","(40.7801206, -73.9553186)"
2227,"400 E 90 ST New York, NY 10128",
2228,"1267 1 AVENUE                             New York, NY 10065","(40.5899173714286, -73.9570478857143)"
2229,"350 EAST 82 STREET                        New York, NY 10028",
2230,"154 EAST 66TH STREET                      New York, NY 10065","(40.76607185, -73.9642590065256)"
2231,"255 EAST 74TH STRET                       New York, NY 10021",
2232,"45 EAST 62ND STREET                       New York, NY 10065","(40.7652696, -73.9690747598306)"
2233,"1641 3RD AVENUE                           New York, NY 10128","(40.7823306, -73.9510236)"
2234,"166 EAST 92ND New York, NY 10128","(40.7829391428571, -73.9521465714286)"
2235,"157 EAST 75TH   STREET                    New York, NY 10021","(40.772347, -73.9601754502996)"
2236,"415 E 85 ST New York, NY 10028",
2237,"306 EAST 82ND STREET                      New York, NY 10028","(40.7749146, -73.9532319002039)"
2238,"157 EAST 84TH   STREET                    New York, NY 10028","(40.7779857, -73.9558288)"
2239,"110 EAST 78TH   STREET                    New York, NY 10075","(40.77452245, -73.9604444)"
2240,"453 EAST 83RD   STREET New York, NY 10028","(40.7743295, -73.9488546418792)"
2241,"223 EAST 78TH STREET New York, NY 10075","(40.77327415, -73.956618550178)"
2242,"305 EAST 88 New York, NY 10128",
2243,"304 EAST 65TH   STREET                    New York, NY 10065","(40.7640879, -73.9615448)"
2244,"155 EAST 76TH STREET                      New York, NY 10021","(40.77288755, -73.9595171745854)"
2245,"420 EAST 78TH   STREET New York, NY 10075","(40.77105285, -73.9521581905003)"
2246,"162 EAST 61ST STREET                      New York, NY 10065","(40.76295095, -73.9664826697777)"
2247,"500 E. 83RD STREET New York, NY 10028","(40.7737615, -73.9482952)"
2248,"1764 1 AVENUE New York, NY 10128","(40.5902760204082, -73.9522620816327)"
2249,"188 EAST 70 STREET                        New York, NY 10021",
2250,"236 EAST 78TH   STREET New York, NY 10075","(40.7729183, -73.9567864281549)"
2251,"515 EAST 89TH STREET New York, NY 10128","(40.77768705, -73.9445821823212)"
2252,"1403 2 AVENUE New York, NY 10021","(40.5900843469388, -73.9555166326531)"
2253,"168 EAST 82ND   STREET New York, NY 10028","(40.77633725, -73.9566785609293)"
2254,"200 EAST 94TH STREET New York, NY 10128","(40.7833465, -73.9492541)"
2255,"1179 2 AVENUE                             New York, NY 10065","(40.5897153265306, -73.9588938367347)"
2256,"170 EAST 92ND STREET New York, NY 10128","(40.7826362, -73.9517509979861)"
2257,"418 EAST 83RD STREET New York, NY 10028",
2258,"43 EAST 92ND   STREET New York, NY 10128",
2259,"150 EAST 69 New York, NY 10065",
2260,"309 EAST 76TH   STREET                    New York, NY 10021",
2261,"75 EAST END AVENUE New York, NY 10028",
2262,"427 EAST 77TH   STREET                    New York, NY 10075",
2263,"407 EAST 70TH   STREET                    New York, NY 10021",
2264,"63 EAST 79TH STREET New York, NY 10075",
2265,"513 EAST 86TH   STREET New York, NY 10028",
2266,"151 EAST 86TH   STREET New York, NY 10028",
2267,"301 EAST 81ST   STREET                    New York, NY 10028",
2268,"157 EAST 74TH   STREET New York, NY 10021",
2269,"152 EAST 71ST   STREET                    New York, NY 10021",
2270,"515 EAST 75TH   STREET                    New York, NY 10021",
2271,"156 EAST 89TH STREET                      New York, NY 10128",
2272,"532 EAST 79TH   STREET New York, NY 10075",
2273,"245 EAST 93RD STREET New York, NY 10128",
2274,"400 EAST 90TH STREET New York, NY 10128",
2275,"500A EAST 87TH   STREET New York, NY 10128",
2276,"215 EAST 96TH   STREET New York, NY 10128",
2277,"67 EAST 80TH STREET New York, NY 10075",
2278,"420 EAST 66TH   STREET                    New York, NY 10065",
2279,"245 EAST 93 ST                            New York, NY 10128",
2280,"420 EAST 72ND   STREET                    New York, NY 10021",
2281,"692 MADISON AVENUE                        New York, NY 10065",
2282,"1337 THIRD AVENUE                         New York, NY 10075",
2283,"1039 MADISON AVE New York, NY 10075",
2284,"140 EAST 95TH STREET New York, NY 10128",
2285,"181 EAST 65TH   STREET New York, NY 10065",
2286,"1808 2 AVENUE                             New York, NY 10128",
2287,"210 EAST 73RD   STREET                    New York, NY 10021",
2288,"42 EAST 73RD STREET New York, NY 10021",
2289,"955 FIFTH AVENUE New York, NY 10075",
2290,"266-268 EAST 78TH STREET                  New York, NY 10075",
2291,"413 EAST 78TH   STREET                    New York, NY 10075",
2292,"300 EAST 77TH STREET New York, NY 10075",
2293,"166 EAST 61ST STREET New York, NY 10065",
2294,"129 EAST 94TH STREET                      New York, NY 10128",
2295,"531 E 83RD STREET New York, NY 10028",
2296,"413 EAST 82ND STREET New York, NY 10028",
2297,"511 EAST 78TH   STREET                    New York, NY 10075",
2298,"990 FIFTH AVENUE New York, NY 10075",
2299,"55 EAST 93RD   STREET                     New York, NY 10128",
2300,"1665 FIRST AVENUE New York, NY 10028",
2301,"65 EAST 96TH   STREET                     New York, NY 10128",
2302,"1180 2 AVENUE New York, NY 10065",
2303,"63 EAST 82ND   STREET New York, NY 10028",
2304,"63 EAST 80TH STREET                       New York, NY 10075",
2305,"1731-1735 YORK AVENUE                     New York, NY 10128",
2306,"304 EAST 73RD   STREET New York, NY 10021",
2307,"245 EAST 93RD New York, NY 10128",
2308,"1235 PARK AVENUE                          New York, NY 10128",
2309,"507 EAST 80TH STREET                      New York, NY 10075",
2310,"570 PARK AVE New York, NY 10065",
2311,"900 PARK AVENUE                           New York, NY 10075",
2312,"178 EAST 64TH   STREET                    New York, NY 10065",
2313,"1540 SECOND AVENUE                        New York, NY 10028",
2314,"340 EAST 80TH  STREET New York, NY 10075",
2315,"646 PARK AVENUE New York, NY 10065",
2316,"201 EAST 79 STREET New York, NY 10075",
2317,"141 EAST 63RD   STREET New York, NY 10065",
2318,"1591 SECOND AVENUE                        New York, NY 10028",
2319,"310 EAST 86TH STREET                      New York, NY 10028",
2320,"530-540 EAST 73RD STREET                  New York, NY 10021",
2321,"220 EAST 87TH STREET New York, NY 10128",
2322,"28 EAST 72ND STREET                       New York, NY 10021",
2323,"1 GRACIE SQUARE New York, NY 10028",
2324,"174 EAST 64TH STREET New York, NY 10065",
2325,"416 EAST 78TH   STREET                    New York, NY 10075",
2326,"518 EAST 63RD   STREET                    New York, NY 10065",
2327,"146 EAST 89TH STREET                      New York, NY 10128",
2328,"300 E. 71ST STREET New York, NY 10021",
2329,"115 EAST 87TH   STREET New York, NY 10128",
2330,"188 EAST 64 New York, NY 10065",
2331,"201 E 66                                  New York, NY 10065",
2332,"1566 THIRD AVENUE                         New York, NY 10128",
2333,"1067 PARK AVENUE                          New York, NY 10128",
2334,"525 EAST 80TH STREET                      New York, NY 10075",
2335,"166 EAST 92 STREET New York, NY 10128",
2336,"330 EAST 75 ST                            New York, NY 10021",
2337,"404 EAST 79TH   STREET                    New York, NY 10075",
2338,"404 EAST 66TH STREET                      New York, NY 10065",
2339,"178 EAST 80TH New York, NY 10075",
2340,"309 EAST 87TH   STREET New York, NY 10128",
2341,"53 EAST 92ND   STREET                     New York, NY 10128",
2342,"1115 5TH AVENUE New York, NY 10128",
2343,"225 EAST 79TH   STREET New York, NY 10075",
2344,"300 EAST 95TH   STREET                    New York, NY 10128",
2345,"215 EAST 77TH   STREET                    New York, NY 10075",
2346,"221 EAST 62ND STREET                      New York, NY 10065",
2347,"120 EAST 90TH STREET                      New York, NY 10128",
2348,"130 EAST 63RD STREET New York, NY 10065",
2349,"525 EAST 73RD   STREET                    New York, NY 10021",
2350,"56-60 EAST 87TH STREET New York, NY 10128",
2351,"413 EAST 81ST   STREET                    New York, NY 10028",
2352,"10 EAST 81ST STREET New York, NY 10028",
2353,"49 EAST 68TH STREET                       New York, NY 10065",
2354,"115 EAST 86TH STREET New York, NY 10028",
2355,"300 EAST 77 STREET New York, NY 10075",
2356,"935 PARK AVENUE New York, NY 10028",
2357,"108 EAST 66TH   STREET New York, NY 10065",
2358,"518 EAST 83RD STREET                      New York, NY 10028",
2359,"526 EAST 84TH STREET New York, NY 10028",
2360,"1438 THIRD AVENUE                         New York, NY 10028",
2361,"210 EAST 90TH STREET New York, NY 10128",
2362,"1495 3 AVENUE                             New York, NY 10028",
2363,"115 EAST 90TH STREET New York, NY 10128",
2364,"11 E 87TH STREET New York, NY 10128",
2365,"511 EAST 78TH   STREET New York, NY 10075",
2366,"300 EAST 71ST STREET                      New York, NY 10021",
2367,"150 EAST 85TH STREET New York, NY 10028",
2368,"180 EAST 79TH STREET New York, NY 10075",
2369,"500 EAST 83RD STREET New York, NY 10028",
2370,"55 EAST 86TH   STREET New York, NY 10028",
2371,"233 EAST 70TH STREET                      New York, NY 10021",
2372,"160 EAST 65TH STREET New York, NY 10065",
2373,"542 EAST 79TH   STREET                    New York, NY 10075",
2374,"130 EAST 75TH   STREET New York, NY 10021",
2375,"188 EAST 70TH STREET New York, NY 10021",
2376,"139 EAST 79TH STREET New York, NY 10075",
2377,"124 EAST 79TH STREET New York, NY 10075",
2378,"176 EAST 77TH STREET New York, NY 10075",
2379,"403 EAST 87TH   STREET New York, NY 10128",
2380,"49 EAST 96TH STREET New York, NY 10128",
2381,"235 EAST 87TH   STREET New York, NY 10128",
2382,"1435 LEXINGTON AVENUE New York, NY 10128",
2383,"59 EAST 72ND STREET New York, NY 10021",
2384,"112 EAST 83RD   STREET New York, NY 10028",
2385,"930 5 AVENUE New York, NY 10021",
2386,"301 EAST 64TH New York, NY 10065",
2387,"44 EAST 67TH   STREET                     New York, NY 10065",
2388,"211 EAST 79TH   STREET                    New York, NY 10075",
2389,"121 EAST 88TH   STREET New York, NY 10128",
2390,"35 EAST 85 STREET New York, NY 10028",
2391,"108 EAST 86TH STREET New York, NY 10028",
2392,"108 EAST 66TH STREET New York, NY 10065",
2393,"315 E 70TH ST New York, NY 10021",
2394,"1150 PARK AVENUE New York, NY 10128",
2395,"1114 MADISON AVENUE                       New York, NY 10028",
2396,"181 EAST 90TH   STREET New York, NY 10128",
2397,"128 EAST 93RD   STREET                    New York, NY 10128",
2398,"214 EAST 70TH   STREET                    New York, NY 10021",
2399,"411 EAST 85TH STREET New York, NY 10028",
2400,"166 EAST 63 STREET                        New York, NY 10065",
2401,"405 EAST 73RD   STREET                    New York, NY 10021",
2402,"701 MADISON AVENUE                        New York, NY 10065",
2403,"303 EAST 77TH   STREET                    New York, NY 10075",
2404,"520 EAST 76TH   STREET New York, NY 10021",
2405,"225 EAST 74TH STREET New York, NY 10021",
2406,"301 EAST 87 New York, NY 10128",
2407,"580 PARK AVENUE New York, NY 10065",
2408,"1526 1 AVENUE New York, NY 10075",
2409,"435 EAST 86TH STREET New York, NY 10028",
2410,"401 EAST 84TH   STREET New York, NY 10028",
2411,"165 EAST 73RD   STREET                    New York, NY 10021",
2412,"3 EAST 85TH STREET New York, NY 10028",
2413,"70 EAST 96TH STREET New York, NY 10128",
2414,"333 EAST 68 STREET New York, NY 10065",
2415,"167 EAST 61 STREET New York, NY 10065",
2416,"1234 MADISON AVENUE                       New York, NY 10128",
