,Unnamed: 0,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LAT,LONG,LAT_LONG
14551,14555,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1532,1023, ,R4,225 EAST 86TH   STREET,506,10028,1,0,1, -  , -  ,1981,2,R4,710000,2017-02-27 00:00:00,40.778476,-73.952756,"(40.778476, -73.952756)"
14554,14558,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1532,1042, ,R4,225 E 86TH STREET,905,10028,1,0,1, -  , -  ,1981,2,R4,757500,2017-02-15 00:00:00,40.778476,-73.952756,"(40.778476, -73.952756)"
14557,14561,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1534,1004, ,R4,200 EAST 89TH STREET,7A,10128,1,0,1, -  , -  ,1987,2,R4,700000,2017-01-11 00:00:00,40.780423,-73.952162,"(40.780423, -73.952162)"
14565,14569,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1534,1229, ,R4,200 EAST 89TH STREET,15G,10128,1,0,1, -  , -  ,1987,2,R4,880000,2017-01-25 00:00:00,40.780423,-73.952162,"(40.780423, -73.952162)"
14568,14572,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1536,1135, ,R4,1601 THIRD AVENUE,14E,10128,1,0,1, -  , -  ,0,2,R4, -  ,2017-02-27 00:00:00,40.780989,-73.95158,"(40.780989, -73.95158)"
14575,14579,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1536,1586, ,R4,1619 3 AVENUE,21B,10128,1,0,1, -  , -  ,0,2,R4, -  ,2017-01-10 00:00:00,40.781664,-73.951377,"(40.781664, -73.951377)"
14578,14582,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1537,1856, ,R4,1623 3 AVENUE,22C,10128,1,0,1, -  , -  ,0,2,R4,850000,2017-01-31 00:00:00,40.782168,-73.95091,"(40.782168, -73.95091)"
14584,14588,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1537,2047, ,R4,1623 3 AVENUE,39B,10128,1,0,1, -  , -  ,0,2,R4,625000,2017-01-26 00:00:00,40.782168,-73.95091,"(40.782168, -73.95091)"
14587,14591,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1537,2102, ,R4,1641 3 AVENUE,3J,10128,1,0,1, -  , -  ,0,2,R4, -  ,2017-02-16 00:00:00,40.782366,-73.951124,"(40.782366, -73.951124)"
14589,14593,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1537,2191, ,R4,1641 3 AVENUE,12A,10128,1,0,1, -  , -  ,0,2,R4, -  ,2017-01-09 00:00:00,40.782366,-73.951124,"(40.782366, -73.951124)"
14591,14595,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1537,2360, ,R4,1641 3 AVENUE,27G,10128,1,0,1, -  , -  ,0,2,R4, -  ,2017-01-10 00:00:00,40.782366,-73.951124,"(40.782366, -73.951124)"
14592,14596,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1537,2394, ,R4,1641 3 AVENUE,30H,10128,1,0,1, -  , -  ,0,2,R4, -  ,2017-01-10 00:00:00,40.782366,-73.951124,"(40.782366, -73.951124)"
14595,14599,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1019, ,R4,245 EAST 93RD   STREET,17A,10128,1,0,1, -  , -  ,1985,2,R4,1075000,2017-01-04 00:00:00,40.782825,-73.948668,"(40.782825, -73.948668)"
14597,14601,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1056, ,R4,245 EAST 93RD STREET,23B,10128,1,0,1, -  , -  ,1985,2,R4,420000,2017-02-28 00:00:00,40.782825,-73.948668,"(40.782825, -73.948668)"
14602,14606,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1137, ,R4,245 EAST 93RD   STREET,11E,10128,1,0,1, -  , -  ,1985,2,R4, -  ,2017-02-24 00:00:00,40.782825,-73.948668,"(40.782825, -73.948668)"
14627,14631,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1506, ,R4,200 EAST 94TH   STREET,1917,10128,1,0,1, -  , -  ,1986,2,R4,3405028,2017-01-01 00:00:00,40.783605,-73.949874,"(40.783605, -73.949874)"
14628,14632,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1519, ,R4,200 EAST 94TH   STREET,2116,10128,1,0,1, -  , -  ,1986,2,R4,1017887,2017-01-01 00:00:00,40.783605,-73.949874,"(40.783605, -73.949874)"
14630,14634,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1533, ,R4,200 EAST 94TH   STREET,2316,10128,1,0,1, -  , -  ,1986,2,R4,1027674,2017-01-01 00:00:00,40.783605,-73.949874,"(40.783605, -73.949874)"
14633,14637,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1550, ,R4,200 EAST 94TH   STREET,2509,10128,1,0,1, -  , -  ,1986,2,R4,2911744,2017-01-01 00:00:00,40.783605,-73.949874,"(40.783605, -73.949874)"
14634,14638,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1558, ,R4,200 EAST 94TH   STREET,2609,10128,1,0,1, -  , -  ,1986,2,R4,747136,2017-01-11 00:00:00,40.783605,-73.949874,"(40.783605, -73.949874)"
14636,14640,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1565, ,R4,200 EAST 94TH   STREET,2712,10128,1,0,1, -  , -  ,1986,2,R4, -  ,2017-01-01 00:00:00,40.783605,-73.949874,"(40.783605, -73.949874)"
14637,14641,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1576, ,R4,200 EAST 94TH   STREET,2911,10128,1,0,1, -  , -  ,1986,2,R4,1291933,2017-01-01 00:00:00,40.783605,-73.949874,"(40.783605, -73.949874)"
14638,14642,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1578, ,R4,200 EAST 94TH STREET,2910,10128,1,0,1, -  , -  ,1986,2,R4,1180000,2017-01-04 00:00:00,40.783605,-73.949874,"(40.783605, -73.949874)"
14645,14649,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1540,1052, ,R4,206 EAST 95TH STREET,4A,10128,1,0,1, -  , -  ,0,2,R4, -  ,2017-02-03 00:00:00,40.784159,-73.949347,"(40.784159, -73.949347)"
14668,14672,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1292, ,R4,301 EAST 79TH   STREET,21 R,10075,1,0,1, -  , -  ,1974,2,R4,35000,2017-02-26 00:00:00,40.773267,-73.954405,"(40.773267, -73.954405)"
14669,14673,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1307, ,R4,301 EAST 79TH STREET,22P,10075,1,0,1, -  , -  ,1974,2,R4, -  ,2017-01-10 00:00:00,40.773267,-73.954405,"(40.773267, -73.954405)"
14677,14681,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1399, ,R4,301 EAST 79TH   STREET,28 P,10075,1,0,1, -  , -  ,1974,2,R4, -  ,2017-01-27 00:00:00,40.773267,-73.954405,"(40.773267, -73.954405)"
14697,14701,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1025, ,R4,350 EAST 82ND   STREET,3M,10028,1,0,1, -  , -  ,1998,2,R4,350000,2017-01-12 00:00:00,40.774444,-73.951879,"(40.774444, -73.951879)"
14706,14710,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1097, ,R4,350 EAST 82ND STREET,8B,10028,1,0,1, -  , -  ,1998,2,R4,870000,2017-02-22 00:00:00,40.774444,-73.951879,"(40.774444, -73.951879)"
14710,14714,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1145, ,R4,350 EAST 82ND   STREET,17C,10028,1,0,1, -  , -  ,1998,2,R4,1875000,2017-02-24 00:00:00,40.774444,-73.951879,"(40.774444, -73.951879)"
14716,14720,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1548,1318, ,R4,305 EAST 85TH   STREET,7C,10028,1,0,1, -  , -  ,2008,2,R4,2900000,2017-01-30 00:00:00,40.7771,-73.951751,"(40.7771, -73.951751)"
14720,14724,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1550,1078, ,R4,360 EAST 88TH   STREET,18C,10128,1,0,1, -  , -  ,1988,2,R4, -  ,2017-02-27 00:00:00,40.778276,-73.949019,"(40.778276, -73.949019)"
14721,14725,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1550,1095, ,R4,360 EAST 88TH   STREET,22D,10128,1,0,1, -  , -  ,1988,2,R4,1770000,2017-01-19 00:00:00,40.778276,-73.949019,"(40.778276, -73.949019)"
14722,14726,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1550,1095, ,R4,360 EAST 88TH   STREET,22D,10128,1,0,1, -  , -  ,1988,2,R4, -  ,2017-01-19 00:00:00,40.778276,-73.949019,"(40.778276, -73.949019)"
14723,14727,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1550,1104, ,R4,360 EAST 88TH   STREET,25A,10128,1,0,1, -  , -  ,1988,2,R4, -  ,2017-02-15 00:00:00,40.778276,-73.949019,"(40.778276, -73.949019)"
14726,14730,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1127, ,R4,300 EAST 90TH STREET,8B,10128,1,0,1, -  , -  ,1987,2,R4,730000,2017-02-15 00:00:00,40.780217,-73.949626,"(40.780217, -73.949626)"
14741,14745,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1347, ,R4,389 EAST 89TH   STREET,9B,10128,1,0,1, -  , -  ,2002,2,R4,1015908,2017-02-28 00:00:00,40.779026,-73.948226,"(40.779026, -73.948226)"
14753,14757,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1359, ,R4,389 EAST 89TH   STREET,11B,10128,1,0,1, -  , -  ,2002,2,R4,1071912,2017-02-27 00:00:00,40.779026,-73.948226,"(40.779026, -73.948226)"
14760,14764,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1366, ,R4,389 EAST 89TH   STREET,12C,10128,1,0,1, -  , -  ,2002,2,R4,1667588,2017-02-24 00:00:00,40.779026,-73.948226,"(40.779026, -73.948226)"
14773,14777,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1380, ,R4,389 EAST 89TH   STREET,15F,10128,1,0,1, -  , -  ,2002,2,R4,1100000,2017-02-28 00:00:00,40.779026,-73.948226,"(40.779026, -73.948226)"
14776,14780,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1383, ,R4,389 EAST 89TH   STREET,16B,10128,1,0,1, -  , -  ,2002,2,R4,1077003,2017-01-13 00:00:00,40.779026,-73.948226,"(40.779026, -73.948226)"
14777,14781,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1384, ,R4,389 EAST 89TH   STREET,16C,10128,1,0,1, -  , -  ,2002,2,R4,1680000,2017-02-01 00:00:00,40.779026,-73.948226,"(40.779026, -73.948226)"
14779,14783,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1386, ,R4,389 EAST 89TH   STREET,16F,10128,1,0,1, -  , -  ,2002,2,R4,1099710,2017-02-02 00:00:00,40.779026,-73.948226,"(40.779026, -73.948226)"
14781,14785,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1389, ,R4,389 EAST 89TH   STREET,17B,10128,1,0,1, -  , -  ,2002,2,R4,1087186,2017-01-31 00:00:00,40.779026,-73.948226,"(40.779026, -73.948226)"
14782,14786,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1390, ,R4,389 EAST 89TH   STREET,17C,10128,1,0,1, -  , -  ,2002,2,R4,1728683,2017-01-30 00:00:00,40.779026,-73.948226,"(40.779026, -73.948226)"
14783,14787,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1391, ,R4,389 EAST 89TH   STREET,17E,10128,1,0,1, -  , -  ,2002,2,R4,939540,2017-02-10 00:00:00,40.779026,-73.948226,"(40.779026, -73.948226)"
14784,14788,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1392, ,R4,389 EAST 89TH   STREET,17F,10128,1,0,1, -  , -  ,2002,2,R4,1112642,2017-02-10 00:00:00,40.779026,-73.948226,"(40.779026, -73.948226)"
14834,14838,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1562,1018, ,R4,450 EAST 83RD   STREET,3K,10028,1,0,1, -  , -  ,2005,2,R4,940000,2017-02-14 00:00:00,40.774311,-73.950002,"(40.774311, -73.950002)"
14835,14839,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1562,1041, ,R4,450 EAST 83RD   STREET,6C,10028,1,0,1, -  , -  ,2005,2,R4, -  ,2017-01-31 00:00:00,40.774311,-73.950002,"(40.774311, -73.950002)"
14841,14845,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1564,1134, ,R4,401 EAST 84TH   STREET,10D,10028,1,0,1, -  , -  ,1986,2,R4,850000,2017-01-18 00:00:00,40.775523,-73.949931,"(40.775523, -73.949931)"
14851,14855,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1569,1072, ,R4,402 EAST 90TH STREET,11D,10128,1,0,1, -  , -  ,1910,2,R4,957000,2017-01-25 00:00:00,40.779074,-73.946917,"(40.779074, -73.946917)"
14865,14869,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1569,1416, ,R4,400 EAST 90TH   STREET,20D,10128,1,0,1, -  , -  ,0,2,R4,10,2017-02-06 00:00:00,40.779208,-73.947233,"(40.779208, -73.947233)"
14870,14874,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1576,1055, ,R4,510 EAST 80TH   STREET,8G,10075,1,0,1, -  , -  ,1986,2,R4,685000,2017-01-18 00:00:00,40.771599,-73.949197,"(40.771599, -73.949197)"
14871,14875,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1576,1061, ,R4,510 EAST 80TH   STREET,9F,10075,1,0,1, -  , -  ,1986,2,R4,1100000,2017-02-28 00:00:00,40.771599,-73.949197,"(40.771599, -73.949197)"
14874,14878,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1576,1071, ,R4,510 EAST 80TH STREET,11B,10075,1,0,1, -  , -  ,1986,2,R4, -  ,2017-02-22 00:00:00,40.771599,-73.949197,"(40.771599, -73.949197)"
14875,14879,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1576,1076, ,R4,510 EAST 80TH STREET,11G,10075,1,0,1, -  , -  ,1986,2,R4, -  ,2017-01-05 00:00:00,40.771599,-73.949197,"(40.771599, -73.949197)"
14879,14883,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1080, ,R4,520 EAST 81ST   STREET,7C,10028,1,0,1, -  , -  ,0,2,R4,850000,2017-02-07 00:00:00,40.772063,-73.94825,"(40.772063, -73.94825)"
14880,14884,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1113, ,R4,520 EAST 81ST STREET,9K,10028,1,0,1, -  , -  ,0,2,R4, -  ,2017-01-17 00:00:00,40.772063,-73.94825,"(40.772063, -73.94825)"
14891,14895,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1405, ,R4,20 EAST END AVENUE,3B,10028,1,0,1, -  , -  ,2014,2,R4,7000468,2017-01-26 00:00:00,40.772345,-73.989691,"(40.772345, -73.989691)"
14892,14896,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1408, ,R4,20 EAST END AVENUE,4A,10028,1,0,1, -  , -  ,2014,2,R4,6511708,2017-01-09 00:00:00,40.772345,-73.989691,"(40.772345, -73.989691)"
14899,14903,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1417, ,R4,20 EAST END AVENUE,6B,10028,1,0,1, -  , -  ,2014,2,R4,8572646,2017-02-17 00:00:00,40.772345,-73.989691,"(40.772345, -73.989691)"
14901,14905,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1419, ,R4,20 EAST END AVENUE,7A,10028,1,0,1, -  , -  ,2014,2,R4,7771284,2017-01-31 00:00:00,40.772345,-73.989691,"(40.772345, -73.989691)"
14902,14906,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1420, ,R4,20 EAST END AVENUE,7B,10028,1,0,1, -  , -  ,2014,2,R4,8039083,2017-01-27 00:00:00,40.772345,-73.989691,"(40.772345, -73.989691)"
14903,14907,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1422, ,R4,20 EAST END AVENUE,8A,10028,1,0,1, -  , -  ,2014,2,R4,7725000,2017-01-03 00:00:00,40.772345,-73.989691,"(40.772345, -73.989691)"
14904,14908,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1423, ,R4,20 EAST END AVENUE,8B,10028,1,0,1, -  , -  ,2014,2,R4,8152109,2017-01-04 00:00:00,40.772345,-73.989691,"(40.772345, -73.989691)"
14905,14909,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1424, ,R4,20 EAST END AVENUE,9A,10028,1,0,1, -  , -  ,2014,2,R4,7800000,2017-02-27 00:00:00,40.772345,-73.989691,"(40.772345, -73.989691)"
14911,14915,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1433, ,R4,20 EAST END AVENUE,12A,10028,1,0,1, -  , -  ,2014,2,R4,8629668,2017-02-14 00:00:00,40.772345,-73.989691,"(40.772345, -73.989691)"
14920,14924,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1580,1019, ,R4,90 EAST END AVENUE,7A,10028,1,0,1, -  , -  ,0,2,R4,6150000,2017-01-31 00:00:00,40.773465,-73.946056,"(40.773465, -73.946056)"
14921,14925,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1580,1026, ,R4,90 EAST END AVENUE,11B,10028,1,0,1, -  , -  ,0,2,R4,2985000,2017-01-31 00:00:00,40.773465,-73.946056,"(40.773465, -73.946056)"
14932,14936,1,UPPER EAST SIDE (79-96),14 RENTALS - 4-10 UNIT                     ,2A,1548,45, ,S4,314 EAST 86TH   STREET, ,10028,4,1,5,2043,7796,1925,2,S4, -  ,2017-02-27 00:00:00,40.77743,-73.951099,"(40.77743, -73.951099)"
14933,14937,1,UPPER EAST SIDE (79-96),14 RENTALS - 4-10 UNIT                     ,2A,1548,146, ,S9,310 EAST 86TH   STREET, ,10028,2,2,4,1788,4704,1915,2,S9,42000000,2017-02-27 00:00:00,40.777478,-73.951215,"(40.777478, -73.951215)"
14935,14939,1,UPPER EAST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1495,1105, ,R1,16 EAST 84TH   STREET,3AB,10028,1,0,1, -  , -  ,1947,2,R1,4862500,2017-02-02 00:00:00,40.779692,-73.960391,"(40.779692, -73.960391)"
14936,14940,1,UPPER EAST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1501,1101, ,R1,1110 PARK AVENUE,A,10128,1,0,1, -  , -  ,2013,2,R1, -  ,2017-01-09 00:00:00,40.782621,-73.955727,"(40.782621, -73.955727)"
14957,14961,1,UPPER EAST SIDE (79-96),17 CONDO COOPS                             ,2,1501,1005, ,R9,"45 EAST 89TH STREET, 15AB", ,10128,0,0,0, -  , -  ,1969,2,R9,132000,2017-02-08 00:00:00,40.782869,-73.957095,"(40.782869, -73.957095)"
14960,14964,1,UPPER EAST SIDE (79-96),17 CONDO COOPS                             ,2,1511,1002, ,R9,"129 EAST 82ND STREET, 1C", ,10028,0,0,0, -  , -  ,1916,2,R9,1975000,2017-01-19 00:00:00,40.777082,-73.957616,"(40.777082, -73.957616)"
14987,14991,1,UPPER EAST SIDE (79-96),46 CONDO STORE BUILDINGS                   ,4,1493,1201, ,RK,1082 MADISON AVENUE,C-1,10028,0,0,1, -  , -  ,1910,4,RK,6000000,2017-02-03 00:00:00,40.778027,-73.961121,"(40.778027, -73.961121)"
14996,15000,1,UPPER EAST SIDE (79-96),47 CONDO NON-BUSINESS STORAGE              ,4,1515,1197, ,RS,120 EAST 87TH   STREET,ST-94,10128,0,0,1, -  , -  ,0,4,RS,15000,2017-02-01 00:00:00,40.780291,-73.955632,"(40.780291, -73.955632)"
14997,15001,1,UPPER EAST SIDE (79-96),47 CONDO NON-BUSINESS STORAGE              ,4,1515,1197, ,RS,120 EAST 87TH   STREET,ST-94,10128,0,0,1, -  , -  ,0,4,RS, -  ,2017-02-01 00:00:00,40.780291,-73.955632,"(40.780291, -73.955632)"
15006,15010,1,UPPER EAST SIDE (79-96),47 CONDO NON-BUSINESS STORAGE              ,4,1540,1028, ,RS,206 EAST 95TH   STREET,SU28,10128,0,0,1, -  , -  ,0,4,RS, -  ,2017-02-03 00:00:00,40.784159,-73.949347,"(40.784159, -73.949347)"
15022,15026,1,UPPER EAST SIDE (96-110),10 COOPS - ELEVATOR APARTMENTS             ,2,1602,9, ,D4,"9 EAST 96TH STREET, 16A", ,10128,0,0,0, -  , -  ,1927,2,D4,2403070,2017-01-05 00:00:00,40.787668,-73.954806,"(40.787668, -73.954806)"
15024,15028,1,UPPER EAST SIDE (96-110),10 COOPS - ELEVATOR APARTMENTS             ,2,1602,60, ,D4,"12 EAST 97TH STREET, 10J", ,10029,0,0,0, -  , -  ,1926,2,D4,795000,2017-01-17 00:00:00,40.788016,-73.954193,"(40.788016, -73.954193)"
15029,15033,1,UPPER EAST SIDE (96-110),10 COOPS - ELEVATOR APARTMENTS             ,2,1602,69, ,D4,"1158 FIFTH AVENUE, 3C", ,10029,0,0,0, -  , -  ,1924,2,D4,3250000,2017-02-01 00:00:00,40.791884,-73.943517,"(40.791884, -73.943517)"
15040,15044,1,UPPER EAST SIDE (96-110),10 COOPS - ELEVATOR APARTMENTS             ,2,1614,1, ,D4,"1270 FIFTH AVENUE, 3C", ,10029,0,0,0, -  , -  ,1959,2,D4, -  ,2017-02-10 00:00:00,40.791884,-73.943517,"(40.791884, -73.943517)"
15047,15051,1,UPPER EAST SIDE (96-110),13 CONDOS - ELEVATOR APARTMENTS            ,2,1607,1007, ,R4,1200 5 AVENUE,3A,10029,1,0,1, -  , -  ,1928,2,R4,3531937,2017-02-16 00:00:00,40.791217,-73.953135,"(40.791217, -73.953135)"
15052,15056,1,UPPER EAST SIDE (96-110),13 CONDOS - ELEVATOR APARTMENTS            ,2,1613,1036, ,R4,1255 5 AVENUE,5E,10029,1,0,1, -  , -  ,1925,2,R4,880000,2017-01-20 00:00:00,40.795073,-73.950312,"(40.795073, -73.950312)"
15063,15067,1,UPPER EAST SIDE (96-110),43 CONDO OFFICE BUILDINGS                  ,4,1602,1004, ,RB,65 EAST 96TH   STREET,PRO1C,10128,0,0,1, -  , -  ,1924,4,RB,1965000,2017-01-06 00:00:00,40.786966,-73.953156,"(40.786966, -73.953156)"
15064,15068,1,UPPER EAST SIDE (96-110),43 CONDO OFFICE BUILDINGS                  ,4,1602,1004, ,RB,65 EAST 96 ST,PRO1C,10128,0,0,1, -  , -  ,1924,4,RB, -  ,2017-01-06 00:00:00,40.786966,-73.953156,"(40.786966, -73.953156)"
