,Unnamed: 0,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LAT,LONG,LAT_LONG
13220,13224,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1409,1103, ,R9,"130 EAST 75TH STREET, 5E", ,10021,0,0,0, -  , -  ,1929,2,R9,3000000,2017-02-06 00:00:00,40.772469,-73.961251,"(40.772469, -73.961251)"
13256,13260,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1430,1004, ,R9,"240 EAST 76TH STREET, 10W", ,10021,0,0,0, -  , -  ,1957,2,R9,499000,2017-01-26 00:00:00,40.77143,-73.956834,"(40.77143, -73.956834)"
13263,13267,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1433,1002, ,R9,"205 EAST 78TH STREET, 12H", ,10075,0,0,0, -  , -  ,1931,2,R9, -  ,2017-01-26 00:00:00,40.773519,-73.957347,"(40.773519, -73.957347)"
13264,13268,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1433,1002, ,R9,"205 EAST 78TH STREET, 8B", ,10075,0,0,0, -  , -  ,1931,2,R9,560000,2017-02-09 00:00:00,40.773519,-73.957347,"(40.773519, -73.957347)"
13287,13291,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1445,1002, ,R9,"300 EAST 71ST STREET, 15C", ,10021,0,0,0, -  , -  ,1960,2,R9,1295000,2017-01-30 00:00:00,40.767871,-73.958534,"(40.767871, -73.958534)"
13288,13292,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1445,1002, ,R9,"300 E 71ST STREET, 6S", ,10021,0,0,0, -  , -  ,1960,2,R9,440000,2017-01-31 00:00:00,40.767871,-73.958534,"(40.767871, -73.958534)"
13289,13293,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1445,1002, ,R9,"300 EAST 71ST STREET, 14B", ,10021,0,0,0, -  , -  ,1960,2,R9,700000,2017-02-16 00:00:00,40.767871,-73.958534,"(40.767871, -73.958534)"
13290,13294,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1445,1002, ,R9,"300 EAST 71ST STREET, 10C", ,10021,0,0,0, -  , -  ,1960,2,R9,423345,2017-02-22 00:00:00,40.767871,-73.958534,"(40.767871, -73.958534)"
13298,13302,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1447,1002, ,R9,"305 EAST 72ND   STREET, 3BN", ,10021,0,0,0, -  , -  ,1961,2,R9,930000,2017-01-05 00:00:00,40.768843,-73.958055,"(40.768843, -73.958055)"
13299,13303,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1447,1002, ,R9,"305 EAST 72ND   STREET, 3HN", ,10021,0,0,0, -  , -  ,1961,2,R9,685000,2017-01-26 00:00:00,40.768843,-73.958055,"(40.768843, -73.958055)"
13300,13304,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1447,1002, ,R9,"305 EAST 72ND STREET, 2DN", ,10021,0,0,0, -  , -  ,1961,2,R9, -  ,2017-02-03 00:00:00,40.768843,-73.958055,"(40.768843, -73.958055)"
13301,13305,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1447,1002, ,R9,"305 EAST 72ND   STREET, 3I", ,10021,0,0,0, -  , -  ,1961,2,R9,425000,2017-02-03 00:00:00,40.768843,-73.958055,"(40.768843, -73.958055)"
13310,13314,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1448,1002, ,R9,"340 EAST 74TH STREET, 4A", ,10021,0,0,0, -  , -  ,1957,2,R9,535000,2017-02-09 00:00:00,40.769321,-73.955818,"(40.769321, -73.955818)"
13330,13334,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1458,1103, ,R9,"1175 YORK AVENUE, 4A", ,10065,0,0,0, -  , -  ,1958,2,R9,685000,2017-01-04 00:00:00,40.761549,-73.957849,"(40.761549, -73.957849)"
13346,13350,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1458,1202, ,R9,"420 EAST 64TH STREET, E11K", ,10065,0,0,0, -  , -  ,0,2,R9,622000,2017-01-10 00:00:00,40.761998,-73.958249,"(40.761998, -73.958249)"
13359,13363,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1469,1003, ,R9,"401 EAST 74TH STREET, 8D", ,10021,0,0,0, -  , -  ,1962,2,R9,1435000,2017-01-04 00:00:00,40.76898,-73.954451,"(40.76898, -73.954451)"
13360,13364,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1469,1003, ,R9,"401 EAST 74TH   STREET, 16A", ,10021,0,0,0, -  , -  ,1962,2,R9,840000,2017-01-04 00:00:00,40.76898,-73.954451,"(40.76898, -73.954451)"
13361,13365,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1469,1003, ,R9,"401 EAST 74TH STREET, 5J", ,10021,0,0,0, -  , -  ,1962,2,R9,937950,2017-01-04 00:00:00,40.76898,-73.954451,"(40.76898, -73.954451)"
13377,13381,1,UPPER EAST SIDE (59-79),22 STORE BUILDINGS                         ,4,1384,23, ,K4,829 MADISON AVENUE, ,10021,0,8,8,2025,8505,1910,4,K4, -  ,2017-01-30 00:00:00,40.769893,-73.966633,"(40.769893, -73.966633)"
13385,13389,1,UPPER EAST SIDE (59-79),33 EDUCATIONAL FACILITIES                  ,4,1404,49, ,W2,154 EAST 70TH STREET, ,10021,0,1,1,4017,15238,1910,4,W2, -  ,2017-02-03 00:00:00,40.768832,-73.962821,"(40.768832, -73.962821)"
13392,13396,1,UPPER EAST SIDE (59-79),46 CONDO STORE BUILDINGS                   ,4,1389,1101, ,RK,933 MADISON AVENUE,COMM,10021,0,0,1, -  , -  ,1910,4,RK, -  ,2017-01-19 00:00:00,40.772948,-73.964474,"(40.772948, -73.964474)"
13396,13400,1,UPPER EAST SIDE (59-79),46 CONDO STORE BUILDINGS                   ,4,1473,1302, ,RK,460 EAST 79TH   STREET,ST12C,10075,0,0,1, -  , -  ,1960,4,RK,250000,2017-01-05 00:00:00,40.771377,-73.950817,"(40.771377, -73.950817)"
13397,13401,1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1384,1161, ,RS,15 EAST 69TH   STREET,SU14,10021,0,0,1, -  , -  ,1926,4,RS, -  ,2017-01-11 00:00:00,40.770024,-73.967009,"(40.770024, -73.967009)"
13423,13427,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1493,63, ,A4,14 EAST 82ND   STREET, ,10028,1,0,1,2248,9300,1901,1,A4,9148120,2017-01-20 00:00:00,40.778481,-73.961463,"(40.778481, -73.961463)"
13431,13435,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1505,19, ,S1,1318 MADISON AVENUE, ,10128,1,1,2,1404,3460,1910,1,S1,6210000,2017-02-09 00:00:00,40.785616,-73.955535,"(40.785616, -73.955535)"
13442,13446,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1583,127, ,A4,558 EAST 87TH   STREET, ,10128,1,0,1,692,1824,1899,1,A4,4495000,2017-01-11 00:00:00,40.775611,-73.944561,"(40.775611, -73.944561)"
13452,13456,1,UPPER EAST SIDE (79-96),02 TWO FAMILY DWELLINGS                    ,1,1548,46, ,S2,312 EAST 86TH   STREET, ,10028,2,1,3,1788,3740,1925,1,S2, -  ,2017-02-27 00:00:00,40.777455,-73.95116,"(40.777455, -73.95116)"
13459,13463,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1517,149, ,C1,146 EAST 89TH   STREET, ,10128,8,0,8,2105,5404,1910,2,C1,5075000,2017-01-13 00:00:00,40.781144,-73.953787,"(40.781144, -73.953787)"
13460,13464,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1517,149, ,C1,146 EAST 89TH   STREET, ,10128,8,0,8,2105,5404,1910,2,C1, -  ,2017-01-13 00:00:00,40.781144,-73.953787,"(40.781144, -73.953787)"
13461,13465,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1517,149, ,C1,146 EAST 89TH   STREET, ,10128,8,0,8,2105,5404,1910,2,C1, -  ,2017-01-13 00:00:00,40.781144,-73.953787,"(40.781144, -73.953787)"
13471,13475,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1546,20, ,C1,333 EAST 83 STREET, ,10028,10,0,10,2554,8835,1920,2,C1,6600000,2017-01-25 00:00:00,40.775295,-73.951409,"(40.775295, -73.951409)"
13473,13477,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1547,104, ,C4,303 EAST 84TH STREET, ,10028,10,0,10,2248,5846,1920,2,C4,4850000,2017-02-07 00:00:00,40.77646,-73.952202,"(40.77646, -73.952202)"
13477,13481,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1554,2, ,C7,1750 2 AVENUE, ,10128,8,2,10,2000,7535,1910,2,C7, -  ,2017-02-11 00:00:00,40.781157,-73.949131,"(40.781157, -73.949131)"
13478,13482,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1554,2, ,C7,1750 2 AVENUE, ,10128,8,2,10,2000,7535,1910,2,C7,6500000,2017-02-10 00:00:00,40.781157,-73.949131,"(40.781157, -73.949131)"
13479,13483,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1554,3, ,C7,1752 2 AVENUE, ,10128,8,2,10,2000,7535,1910,2,C7, -  ,2017-02-11 00:00:00,40.781218,-73.949087,"(40.781218, -73.949087)"
13480,13484,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1554,3, ,C7,1752 2 AVENUE, ,10128,8,2,10,2000,7535,1910,2,C7,6200000,2017-02-10 00:00:00,40.781218,-73.949087,"(40.781218, -73.949087)"
13491,13495,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1582,13, ,C1,523B EAST 85TH   STREET, ,10028,9,0,9,2554,8375,1910,2,C1,8140000,2017-01-05 00:00:00,40.774915,-73.946586,"(40.774915, -73.946586)"
13498,13502,1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2,1513,68, ,D3,104 EAST 85TH STREET, ,10028,20,0,20,2605,9745,1916,2,D3,12500000,2017-01-10 00:00:00,40.779197,-73.95724,"(40.779197, -73.95724)"
13499,13503,1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2,1522,158, ,D7,1442 LEXINGTON AVENUE, ,10128,16,1,17,2562,15596,1920,2,D7,15800000,2017-01-18 00:00:00,40.784508,-73.952088,"(40.784508, -73.952088)"
13500,13504,1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2,1546,23, ,D6,353 EAST 83RD   STREET, ,10028,232,2,234,18408,267772,1967,2,D6, -  ,2017-01-01 00:00:00,40.775222,-73.951025,"(40.775222, -73.951025)"
13513,13517,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1522,27, ,C6,"177 EAST 93RD STREET, 4B", ,10128,0,0,0, -  , -  ,1920,2,C6,480000,2017-01-23 00:00:00,40.783724,-73.951579,"(40.783724, -73.951579)"
13514,13518,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1527,40, ,C6,"218 EAST 82ND STREET, 2RE", ,10028,0,0,0, -  , -  ,1920,2,C6,450000,2017-01-18 00:00:00,40.775789,-73.955098,"(40.775789, -73.955098)"
13521,13525,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1533,13, ,C6,"227 EAST 87TH STREET, 3A", ,10128,0,0,0, -  , -  ,1920,2,C6,330000,2017-02-21 00:00:00,40.77912,-73.952332,"(40.77912, -73.952332)"
13534,13538,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1535,42, ,C6,"204 EAST 90TH STREET, 1W", ,10128,0,0,0, -  , -  ,1920,2,C6,525000,2017-01-09 00:00:00,40.781071,-73.951633,"(40.781071, -73.951633)"
13535,13539,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1535,42, ,C6,"206 EAST 90TH STREET, 1E", ,10128,0,0,0, -  , -  ,1920,2,C6,505000,2017-02-13 00:00:00,40.781034,-73.951555,"(40.781034, -73.951555)"
13542,13546,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1547,42, ,C6,"322 EAST 85TH STREET, 3B", ,10028,0,0,0, -  , -  ,1905,2,C6,405000,2017-01-05 00:00:00,40.776701,-73.951313,"(40.776701, -73.951313)"
13552,13556,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1562,37, ,C6,"418 EAST 83RD   STREET, 5-C", ,10028,0,0,0, -  , -  ,1930,2,C6,330000,2017-01-10 00:00:00,40.774385,-73.949775,"(40.774385, -73.949775)"
13558,13562,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1570,5, ,C6,"403 EAST 90TH STREET, 3R", ,10128,0,0,0, -  , -  ,1920,2,C6,450000,2017-01-30 00:00:00,40.77931,-73.946951,"(40.77931, -73.946951)"
13564,13568,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1579,44, ,C6,512 EAST 83RD STREET, ,10028,0,0,0, -  , -  ,1910,2,C6,900000,2017-02-21 00:00:00,40.773549,-73.947784,"(40.773549, -73.947784)"
13568,13572,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1580,14, ,C6,"521 EAST 83RD STREET, 4E", ,10028,0,0,0, -  , -  ,1925,2,C6,62442,2017-01-17 00:00:00,40.77355,-73.947266,"(40.77355, -73.947266)"
13569,13573,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1581,12, ,C6,"523 EAST 84TH STREET, 2B", ,10028,0,0,0, -  , -  ,1910,2,C6,615000,2017-01-12 00:00:00,40.77426,-73.946958,"(40.77426, -73.946958)"
13571,13575,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1584,16, ,C6,"531 EAST 87TH STREET, 3A", ,10128,0,0,0, -  , -  ,1910,2,C6,290000,2017-02-28 00:00:00,40.776105,-73.945187,"(40.776105, -73.945187)"
13578,13582,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1491,1, ,D4,"980 FIFTH AVENUE, 22-B", ,10075,0,0,0, -  , -  ,1966,2,D4,2600000,2017-02-09 00:00:00,40.773357,-73.956208,"(40.773357, -73.956208)"
13596,13600,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1493,72, ,D4,"1001 FIFTH AVENUE, 18A", ,10028,0,0,0, -  , -  ,1978,2,D4,5800000,2017-01-31 00:00:00,40.776629,-73.953914,"(40.776629, -73.953914)"
13600,13604,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1493,72, ,D4,"1001 FIFTH AVENUE, 12A/B", ,10028,0,0,0, -  , -  ,1978,2,D4,4995000,2017-01-27 00:00:00,40.776629,-73.953914,"(40.776629, -73.953914)"
13601,13605,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1493,72, ,D4,"1001 FIFTH AVENUE, S.R.5", ,10028,0,0,0, -  , -  ,1978,2,D4,20000,2017-01-27 00:00:00,40.776629,-73.953914,"(40.776629, -73.953914)"
13605,13609,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1494,23, ,D4,"45 EAST 82ND STREET, 8E", ,10028,0,0,0, -  , -  ,1912,2,D4,8200000,2017-01-17 00:00:00,40.778245,-73.960379,"(40.778245, -73.960379)"
13613,13617,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1494,69, ,D4,"1016 FIFTH AVENUE, 4B", ,10028,0,0,0, -  , -  ,1929,2,D4,3400000,2017-02-14 00:00:00,40.776629,-73.953914,"(40.776629, -73.953914)"
13619,13623,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1495,59, ,D4,"20 EAST 84TH STREET, 2-A", ,10028,0,0,0, -  , -  ,1910,2,D4,1165000,2017-02-17 00:00:00,40.779616,-73.960211,"(40.779616, -73.960211)"
13632,13636,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1497,34, ,D4,"1020 PARK AVENUE, 2C", ,10028,0,0,0, -  , -  ,1962,2,D4,2350000,2017-02-06 00:00:00,40.7799,-73.957718,"(40.7799, -73.957718)"
13633,13637,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1497,34, ,D4,"1020 PARK AVENUE, 2/3B", ,10028,0,0,0, -  , -  ,1962,2,D4, -  ,2017-02-06 00:00:00,40.7799,-73.957718,"(40.7799, -73.957718)"
13635,13639,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1497,41, ,D4,"1036 PARK AVENUE, 5B", ,10028,0,0,0, -  , -  ,1957,2,D4,400000,2017-02-01 00:00:00,40.780066,-73.957596,"(40.780066, -73.957596)"
13636,13640,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1497,41, ,D4,"1036 PARK AVENUE, 11E", ,10028,0,0,0, -  , -  ,1957,2,D4,525000,2017-02-03 00:00:00,40.780066,-73.957596,"(40.780066, -73.957596)"
13637,13641,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1497,41, ,D4,"1036 PARK AVENUE, 16E", ,10028,0,0,0, -  , -  ,1957,2,D4,1475000,2017-02-09 00:00:00,40.780066,-73.957596,"(40.780066, -73.957596)"
13639,13643,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1497,44, ,D4,"68 EAST 86TH STREET, 6A", ,10028,0,0,0, -  , -  ,1912,2,D4,1050000,2017-01-05 00:00:00,40.780327,-73.95796,"(40.780327, -73.95796)"
13640,13644,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1498,1, ,D4,"1050 FIFTH AVENUE, 1415A", ,10028,0,0,0, -  , -  ,1960,2,D4,2500000,2017-01-04 00:00:00,40.776629,-73.953914,"(40.776629, -73.953914)"
13641,13645,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1498,1, ,D4,"1050 FIFTH AVENUE, 6D", ,10028,0,0,0, -  , -  ,1960,2,D4,3670000,2017-01-09 00:00:00,40.776629,-73.953914,"(40.776629, -73.953914)"
13642,13646,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1498,1, ,D4,"1050 FIFTH AVENUE, 12D", ,10028,0,0,0, -  , -  ,1960,2,D4,3383000,2017-02-16 00:00:00,40.776629,-73.953914,"(40.776629, -73.953914)"
13645,13649,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1498,20, ,D4,"49 EAST 86TH STREET, 17A", ,10028,0,0,0, -  , -  ,1930,2,D4,1800000,2017-01-12 00:00:00,40.780892,-73.958492,"(40.780892, -73.958492)"
13649,13653,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1498,33, ,D4,"1040 PARK AVENUE, 14H", ,10028,0,0,0, -  , -  ,1925,2,D4,850000,2017-01-03 00:00:00,40.780532,-73.957254,"(40.780532, -73.957254)"
13682,13686,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1500,40, ,D4,"1088 PARK AVENUE, 7B", ,10128,0,0,0, -  , -  ,1925,2,D4,3230500,2017-01-12 00:00:00,40.781956,-73.956206,"(40.781956, -73.956206)"
13689,13693,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1500,45, ,D4,"50 EAST 89TH STREET, 11G", ,10128,0,0,0, -  , -  ,1973,2,D4,495000,2017-01-12 00:00:00,40.782387,-73.956822,"(40.782387, -73.956822)"
13690,13694,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1500,45, ,D4,"50 EAST 89TH STREET, 31F", ,10128,0,0,0, -  , -  ,1973,2,D4,1900000,2017-01-31 00:00:00,40.782387,-73.956822,"(40.782387, -73.956822)"
13700,13704,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1501,40, ,D4,"1112 PARK AVENUE, 3C", ,10128,0,0,0, -  , -  ,1927,2,D4,2800000,2017-01-25 00:00:00,40.78284,-73.955838,"(40.78284, -73.955838)"
13701,13705,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1501,40, ,D4,"1112 PARK AVENUE, 4A", ,10128,0,0,0, -  , -  ,1927,2,D4,5150000,2017-02-08 00:00:00,40.78284,-73.955838,"(40.78284, -73.955838)"
13712,13716,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1503,14, ,D4,"15 EAST 91ST STREET, 1/2C", ,10128,0,0,0, -  , -  ,1948,2,D4,3150000,2017-01-31 00:00:00,40.784221,-73.956633,"(40.784221, -73.956633)"
13718,13722,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1504,31, ,D4,"1160 PARK AVENUE, 15D", ,10128,0,0,0, -  , -  ,1926,2,D4,6250000,2017-02-16 00:00:00,40.784253,-73.954797,"(40.784253, -73.954797)"
13719,13723,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1504,31, ,D4,"1160 PARK AVENUE, 3D", ,10128,0,0,0, -  , -  ,1926,2,D4,5355000,2017-02-16 00:00:00,40.784253,-73.954797,"(40.784253, -73.954797)"
13723,13727,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1504,69, ,D4,"1115 FIFTH AVENUE, 1B", ,10128,0,0,0, -  , -  ,1926,2,D4, -  ,2017-01-05 00:00:00,40.780989,-73.95158,"(40.780989, -73.95158)"
13724,13728,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1504,69, ,D4,"1115 FIFTH AVENUE, 5A", ,10128,0,0,0, -  , -  ,1926,2,D4,5200000,2017-01-10 00:00:00,40.780989,-73.95158,"(40.780989, -73.95158)"
13743,13747,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1506,69, ,D4,"1136 FIFTH AVENUE, 12A", ,10128,0,0,0, -  , -  ,1925,2,D4,6500000,2017-01-10 00:00:00,40.780989,-73.95158,"(40.780989, -73.95158)"
13748,13752,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1507,21, ,D4,"1361 MADISON AVENUE, 6D", ,10128,0,0,0, -  , -  ,1902,2,D4,370000,2017-02-27 00:00:00,40.786715,-73.954361,"(40.786715, -73.954361)"
13764,13768,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1507,56, ,D4,"16 EAST 96TH STREET, 4E", ,10128,0,0,0, -  , -  ,1930,2,D4,1891500,2017-02-07 00:00:00,40.78725,-73.954604,"(40.78725, -73.954604)"
13770,13774,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1508,27, ,D4,"175 EAST 79TH STREET, 15C", ,10075,0,0,0, -  , -  ,1928,2,D4,995000,2017-01-18 00:00:00,40.774743,-73.957984,"(40.774743, -73.957984)"
13771,13775,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1508,27, ,D4,"175 EAST 79TH STREET, 14B", ,10075,0,0,0, -  , -  ,1928,2,D4, -  ,2017-02-10 00:00:00,40.774743,-73.957984,"(40.774743, -73.957984)"
13787,13791,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1509,1, ,D4,"925 PARK AVENUE, 3/4C", ,10028,0,0,0, -  , -  ,1908,2,D4,5850000,2017-02-03 00:00:00,40.776416,-73.959642,"(40.776416, -73.959642)"
13789,13793,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1509,51, ,D4,"140 EAST 81ST STREET, 8F", ,10028,0,0,0, -  , -  ,1928,2,D4,785000,2017-02-01 00:00:00,40.776069,-73.957704,"(40.776069, -73.957704)"
13808,13812,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1510,72, ,D4,"955 PARK AVENUE, 1A", ,10028,0,0,0, -  , -  ,1915,2,D4,450000,2017-02-07 00:00:00,40.777268,-73.959018,"(40.777268, -73.959018)"
13812,13816,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1511,1, ,D4,"969 PARK AVENUE, 11C", ,10028,0,0,0, -  , -  ,1911,2,D4, -  ,2017-01-10 00:00:00,40.777848,-73.958598,"(40.777848, -73.958598)"
13816,13820,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1511,62, ,D4,"120 EAST 83RD STREET, 3A", ,10028,0,0,0, -  , -  ,1925,2,D4,399000,2017-02-17 00:00:00,40.777708,-73.957632,"(40.777708, -73.957632)"
13819,13823,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1511,69, ,D4,"975 PARK AVENUE, SR#5", ,10028,0,0,0, -  , -  ,1929,2,D4,351000,2017-01-04 00:00:00,40.77798,-73.958501,"(40.77798, -73.958501)"
13829,13833,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1512,52, ,D4,"144 EAST 84TH STREET, 8G", ,10028,0,0,0, -  , -  ,1962,2,D4,680000,2017-01-24 00:00:00,40.777986,-73.956352,"(40.777986, -73.956352)"
13832,13836,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1512,59, ,D4,"124 EAST 84TH STREET, 2AB", ,10028,0,0,0, -  , -  ,1924,2,D4,3700000,2017-02-16 00:00:00,40.778288,-73.957059,"(40.778288, -73.957059)"
13847,13851,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1513,5, ,D4,"103 EAST 84TH STREET, 3C", ,10028,0,0,0, -  , -  ,1917,2,D4,1800000,2017-01-10 00:00:00,40.778726,-73.957581,"(40.778726, -73.957581)"
13855,13859,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1513,20, ,D4,"145 EAST 84TH STREET, 12F", ,10028,0,0,0, -  , -  ,1963,2,D4,1724000,2017-02-22 00:00:00,40.778154,-73.956226,"(40.778154, -73.956226)"
